At time 2022-05-01T00:00:00, resource=kagra, target=167, exp_time=5
At time 2022-05-02T02:00:00, resource=kagra, target=265, exp_time=5
At time 2022-05-02T02:05:00, resource=paranal, target=283, exp_time=5
At time 2022-05-02T02:05:00, resource=kagra, target=174, exp_time=5
At time 2022-05-02T02:10:00, resource=paranal, target=282, exp_time=5
At time 2022-05-02T02:10:00, resource=kagra, target=419, exp_time=5
At time 2022-05-02T02:15:00, resource=paranal, target=284, exp_time=5
At time 2022-05-02T02:15:00, resource=kagra, target=266, exp_time=5
At time 2022-05-02T02:20:00, resource=paranal, target=428, exp_time=5
At time 2022-05-02T02:20:00, resource=kagra, target=420, exp_time=5
At time 2022-05-02T02:25:00, resource=paranal, target=427, exp_time=5
At time 2022-05-02T02:25:00, resource=kagra, target=430, exp_time=5
At time 2022-05-02T02:30:00, resource=kagra, target=268, exp_time=5
At time 2022-05-02T02:30:00, resource=paranal, target=429, exp_time=5
At time 2022-05-02T02:35:00, resource=kagra, target=175, exp_time=5
At time 2022-05-02T02:35:00, resource=paranal, target=431, exp_time=5
At time 2022-05-02T02:40:00, resource=kagra, target=423, exp_time=5
At time 2022-05-02T02:40:00, resource=paranal, target=453, exp_time=5
At time 2022-05-02T02:45:00, resource=kagra, target=421, exp_time=5
At time 2022-05-02T02:45:00, resource=paranal, target=439, exp_time=5
At time 2022-05-02T02:50:00, resource=kagra, target=267, exp_time=5
At time 2022-05-02T02:50:00, resource=paranal, target=434, exp_time=5
At time 2022-05-02T02:55:00, resource=kagra, target=269, exp_time=5
At time 2022-05-02T02:55:00, resource=paranal, target=440, exp_time=5
At time 2022-05-02T03:00:00, resource=paranal, target=435, exp_time=5
At time 2022-05-02T03:00:00, resource=kagra, target=456, exp_time=5
At time 2022-05-02T03:05:00, resource=kagra, target=424, exp_time=5
At time 2022-05-02T03:05:00, resource=paranal, target=454, exp_time=5
At time 2022-05-02T03:10:00, resource=kagra, target=177, exp_time=5
At time 2022-05-02T03:10:00, resource=paranal, target=432, exp_time=5
At time 2022-05-02T03:15:00, resource=kagra, target=176, exp_time=5
At time 2022-05-02T03:15:00, resource=paranal, target=436, exp_time=5
At time 2022-05-02T03:20:00, resource=kagra, target=422, exp_time=5
At time 2022-05-02T03:20:00, resource=paranal, target=455, exp_time=5
At time 2022-05-02T03:25:00, resource=kagra, target=270, exp_time=5
At time 2022-05-02T03:25:00, resource=paranal, target=462, exp_time=5
At time 2022-05-02T03:30:00, resource=kagra, target=449, exp_time=5
At time 2022-05-02T03:30:00, resource=paranal, target=457, exp_time=5
At time 2022-05-02T03:35:00, resource=kagra, target=425, exp_time=5
At time 2022-05-02T03:35:00, resource=paranal, target=433, exp_time=5
At time 2022-05-02T03:40:00, resource=paranal, target=437, exp_time=5
At time 2022-05-02T03:40:00, resource=kagra, target=463, exp_time=5
At time 2022-05-02T03:45:00, resource=kagra, target=178, exp_time=5
At time 2022-05-02T03:45:00, resource=paranal, target=458, exp_time=5
At time 2022-05-02T03:50:00, resource=kagra, target=426, exp_time=5
At time 2022-05-02T03:50:00, resource=paranal, target=438, exp_time=5
At time 2022-05-02T03:55:00, resource=kagra, target=271, exp_time=5
At time 2022-05-02T03:55:00, resource=paranal, target=464, exp_time=5
At time 2022-05-02T04:00:00, resource=kagra, target=450, exp_time=5
At time 2022-05-02T04:00:00, resource=paranal, target=471, exp_time=5
At time 2022-05-02T04:05:00, resource=kagra, target=472, exp_time=5
At time 2022-05-02T04:05:00, resource=paranal, target=470, exp_time=5
At time 2022-05-02T04:10:00, resource=paranal, target=465, exp_time=5
At time 2022-05-02T04:10:00, resource=kagra, target=725, exp_time=5
At time 2022-05-02T04:15:00, resource=kagra, target=451, exp_time=5
At time 2022-05-02T04:15:00, resource=paranal, target=459, exp_time=5
At time 2022-05-02T04:20:00, resource=kagra, target=179, exp_time=5
At time 2022-05-02T04:20:00, resource=paranal, target=466, exp_time=5
At time 2022-05-02T04:25:00, resource=kagra, target=272, exp_time=5
At time 2022-05-02T04:25:00, resource=paranal, target=473, exp_time=5
At time 2022-05-02T04:30:00, resource=paranal, target=726, exp_time=5
At time 2022-05-02T04:30:00, resource=kagra, target=474, exp_time=5
At time 2022-05-02T04:35:00, resource=paranal, target=167, exp_time=5
At time 2022-05-02T04:35:00, resource=kagra, target=467, exp_time=5
At time 2022-05-02T04:40:00, resource=kagra, target=475, exp_time=5
At time 2022-05-02T04:40:00, resource=paranal, target=281, exp_time=5
At time 2022-05-02T04:45:00, resource=paranal, target=168, exp_time=5
At time 2022-05-02T04:45:00, resource=kagra, target=169, exp_time=5
At time 2022-05-02T04:50:00, resource=kagra, target=468, exp_time=5
At time 2022-05-02T04:50:00, resource=paranal, target=460, exp_time=5
At time 2022-05-02T04:55:00, resource=kagra, target=180, exp_time=5
At time 2022-05-02T04:55:00, resource=paranal, target=461, exp_time=5
At time 2022-05-02T05:00:00, resource=kagra, target=273, exp_time=5
At time 2022-05-02T05:00:00, resource=paranal, target=170, exp_time=5
At time 2022-05-02T05:05:00, resource=kagra, target=452, exp_time=5
At time 2022-05-02T05:05:00, resource=paranal, target=469, exp_time=5
At time 2022-05-02T05:10:00, resource=paranal, target=188, exp_time=5
At time 2022-05-02T05:10:00, resource=kagra, target=171, exp_time=5
At time 2022-05-02T05:15:00, resource=kagra, target=172, exp_time=5
At time 2022-05-02T05:15:00, resource=paranal, target=264, exp_time=5
At time 2022-05-02T05:20:00, resource=kagra, target=476, exp_time=5
At time 2022-05-02T05:20:00, resource=paranal, target=173, exp_time=5
At time 2022-05-02T05:25:00, resource=kagra, target=274, exp_time=5
At time 2022-05-02T05:25:00, resource=paranal, target=190, exp_time=5
At time 2022-05-02T05:30:00, resource=kagra, target=181, exp_time=5
At time 2022-05-02T05:30:00, resource=paranal, target=189, exp_time=5
At time 2022-05-02T05:35:00, resource=kagra, target=477, exp_time=5
At time 2022-05-02T05:35:00, resource=paranal, target=265, exp_time=5
At time 2022-05-02T05:40:00, resource=kagra, target=478, exp_time=5
At time 2022-05-02T05:40:00, resource=paranal, target=191, exp_time=5
At time 2022-05-02T05:45:00, resource=kagra, target=174, exp_time=5
At time 2022-05-02T05:45:00, resource=paranal, target=283, exp_time=5
At time 2022-05-02T05:50:00, resource=kagra, target=275, exp_time=5
At time 2022-05-02T05:50:00, resource=paranal, target=419, exp_time=5
At time 2022-05-02T05:55:00, resource=kagra, target=266, exp_time=5
At time 2022-05-02T05:55:00, resource=paranal, target=284, exp_time=5
At time 2022-05-02T06:00:00, resource=kagra, target=420, exp_time=5
At time 2022-05-02T06:00:00, resource=paranal, target=268, exp_time=5
At time 2022-05-02T06:05:00, resource=kagra, target=182, exp_time=5
At time 2022-05-02T06:05:00, resource=paranal, target=175, exp_time=5
At time 2022-05-02T06:10:00, resource=kagra, target=428, exp_time=5
At time 2022-05-02T06:10:00, resource=paranal, target=423, exp_time=5
At time 2022-05-02T06:15:00, resource=kagra, target=430, exp_time=5
At time 2022-05-02T06:15:00, resource=paranal, target=439, exp_time=5
At time 2022-05-02T06:20:00, resource=kagra, target=276, exp_time=5
At time 2022-05-02T06:20:00, resource=paranal, target=421, exp_time=5
At time 2022-05-02T06:25:00, resource=kagra, target=427, exp_time=5
At time 2022-05-02T06:25:00, resource=paranal, target=267, exp_time=5
At time 2022-05-02T06:30:00, resource=kagra, target=429, exp_time=5
At time 2022-05-02T06:30:00, resource=paranal, target=440, exp_time=5
At time 2022-05-02T06:35:00, resource=kagra, target=431, exp_time=5
At time 2022-05-02T06:35:00, resource=paranal, target=269, exp_time=5
At time 2022-05-02T06:40:00, resource=kagra, target=183, exp_time=5
At time 2022-05-02T06:40:00, resource=paranal, target=424, exp_time=5
At time 2022-05-02T06:45:00, resource=kagra, target=453, exp_time=5
At time 2022-05-02T06:45:00, resource=paranal, target=177, exp_time=5
At time 2022-05-02T06:50:00, resource=kagra, target=277, exp_time=5
At time 2022-05-02T06:50:00, resource=paranal, target=176, exp_time=5
At time 2022-05-02T06:55:00, resource=kagra, target=456, exp_time=5
At time 2022-05-02T06:55:00, resource=paranal, target=422, exp_time=5
At time 2022-05-02T07:00:00, resource=kagra, target=454, exp_time=5
At time 2022-05-02T07:00:00, resource=paranal, target=462, exp_time=5
At time 2022-05-02T07:05:00, resource=kagra, target=432, exp_time=5
At time 2022-05-02T07:05:00, resource=paranal, target=270, exp_time=5
At time 2022-05-02T07:10:00, resource=kagra, target=455, exp_time=5
At time 2022-05-02T07:10:00, resource=paranal, target=449, exp_time=5
At time 2022-05-02T07:15:00, resource=kagra, target=184, exp_time=5
At time 2022-05-02T07:15:00, resource=paranal, target=425, exp_time=5
At time 2022-05-02T07:20:00, resource=kagra, target=278, exp_time=5
At time 2022-05-02T07:20:00, resource=paranal, target=463, exp_time=5
At time 2022-05-02T07:25:00, resource=kagra, target=457, exp_time=5
At time 2022-05-02T07:25:00, resource=paranal, target=178, exp_time=5
At time 2022-05-02T07:30:00, resource=kagra, target=433, exp_time=5
At time 2022-05-02T07:30:00, resource=paranal, target=438, exp_time=5
At time 2022-05-02T07:35:00, resource=kagra, target=434, exp_time=5
At time 2022-05-02T07:35:00, resource=paranal, target=426, exp_time=5
At time 2022-05-02T07:40:00, resource=kagra, target=458, exp_time=5
At time 2022-05-02T07:40:00, resource=paranal, target=464, exp_time=5
At time 2022-05-02T07:45:00, resource=kagra, target=271, exp_time=5
At time 2022-05-02T07:45:00, resource=paranal, target=471, exp_time=5
At time 2022-05-02T07:50:00, resource=kagra, target=279, exp_time=5
At time 2022-05-02T07:50:00, resource=paranal, target=450, exp_time=5
At time 2022-05-02T07:55:00, resource=kagra, target=185, exp_time=5
At time 2022-05-02T07:55:00, resource=paranal, target=470, exp_time=5
At time 2022-05-02T08:00:00, resource=mcdonald, target=186, exp_time=5
At time 2022-05-02T08:00:00, resource=paranal, target=472, exp_time=5
At time 2022-05-02T08:00:00, resource=kagra, target=725, exp_time=5
At time 2022-05-02T08:05:00, resource=mcdonald, target=187, exp_time=5
At time 2022-05-02T08:05:00, resource=kagra, target=435, exp_time=5
At time 2022-05-02T08:05:00, resource=paranal, target=465, exp_time=5
At time 2022-05-02T08:10:00, resource=mcdonald, target=280, exp_time=5
At time 2022-05-02T08:10:00, resource=kagra, target=459, exp_time=5
At time 2022-05-02T08:10:00, resource=paranal, target=451, exp_time=5
At time 2022-05-02T08:15:00, resource=mcdonald, target=282, exp_time=5
At time 2022-05-02T08:15:00, resource=paranal, target=466, exp_time=5
At time 2022-05-02T08:15:00, resource=kagra, target=179, exp_time=5
At time 2022-05-02T08:20:00, resource=mcdonald, target=436, exp_time=5
At time 2022-05-02T08:20:00, resource=paranal, target=473, exp_time=5
At time 2022-05-02T08:20:00, resource=kagra, target=272, exp_time=5
At time 2022-05-02T08:25:00, resource=mcdonald, target=437, exp_time=5
At time 2022-05-02T08:25:00, resource=paranal, target=474, exp_time=5
At time 2022-05-02T08:25:00, resource=kagra, target=726, exp_time=5
At time 2022-05-02T08:30:00, resource=mcdonald, target=467, exp_time=5
At time 2022-05-02T08:30:00, resource=kagra, target=167, exp_time=5
At time 2022-05-02T08:30:00, resource=paranal, target=475, exp_time=5
At time 2022-05-02T08:35:00, resource=mcdonald, target=281, exp_time=5
At time 2022-05-02T08:35:00, resource=kagra, target=169, exp_time=5
At time 2022-05-02T08:35:00, resource=paranal, target=168, exp_time=5
At time 2022-05-02T08:40:00, resource=mcdonald, target=460, exp_time=5
At time 2022-05-02T08:40:00, resource=paranal, target=468, exp_time=5
At time 2022-05-02T08:40:00, resource=kagra, target=461, exp_time=5
At time 2022-05-02T08:45:00, resource=mcdonald, target=180, exp_time=5
At time 2022-05-02T08:45:00, resource=paranal, target=170, exp_time=5
At time 2022-05-02T08:50:00, resource=mcdonald, target=273, exp_time=5
At time 2022-05-02T08:55:00, resource=mcdonald, target=469, exp_time=5
At time 2022-05-02T09:00:00, resource=mcdonald, target=452, exp_time=5
At time 2022-05-02T09:05:00, resource=mcdonald, target=171, exp_time=5
At time 2022-05-02T09:10:00, resource=mcdonald, target=188, exp_time=5
At time 2022-05-02T09:15:00, resource=mcdonald, target=264, exp_time=5
At time 2022-05-02T09:20:00, resource=mcdonald, target=172, exp_time=5
At time 2022-05-02T09:25:00, resource=mcdonald, target=173, exp_time=5
At time 2022-05-02T09:30:00, resource=mcdonald, target=476, exp_time=5
At time 2022-05-02T09:35:00, resource=mcdonald, target=190, exp_time=5
At time 2022-05-02T09:40:00, resource=mcdonald, target=274, exp_time=5
At time 2022-05-02T09:45:00, resource=mcdonald, target=189, exp_time=5
At time 2022-05-02T09:50:00, resource=mcdonald, target=181, exp_time=5
At time 2022-05-02T09:55:00, resource=mcdonald, target=265, exp_time=5
At time 2022-05-02T10:00:00, resource=mcdonald, target=477, exp_time=5
At time 2022-05-02T10:05:00, resource=mcdonald, target=191, exp_time=5
At time 2022-05-02T10:10:00, resource=mcdonald, target=478, exp_time=5
At time 2022-05-02T10:15:00, resource=mcdonald, target=283, exp_time=5
At time 2022-05-02T10:20:00, resource=mcdonald, target=174, exp_time=5
At time 2022-05-02T10:25:00, resource=mcdonald, target=419, exp_time=5
At time 2022-05-02T10:30:00, resource=mcdonald, target=275, exp_time=5
At time 2022-05-02T10:35:00, resource=mcdonald, target=284, exp_time=5
At time 2022-05-02T10:40:00, resource=mcdonald, target=266, exp_time=5
At time 2022-05-02T10:45:00, resource=mcdonald, target=268, exp_time=5
At time 2022-05-02T10:50:00, resource=mcdonald, target=420, exp_time=5
At time 2022-05-02T10:55:00, resource=mcdonald, target=175, exp_time=5
At time 2022-05-02T11:00:00, resource=mcdonald, target=182, exp_time=5
At time 2022-05-02T11:05:00, resource=mcdonald, target=423, exp_time=5
At time 2022-05-02T11:10:00, resource=mcdonald, target=428, exp_time=5
At time 2022-05-02T11:15:00, resource=mcdonald, target=430, exp_time=5
At time 2022-05-02T11:20:00, resource=mcdonald, target=421, exp_time=5
At time 2022-05-02T11:25:00, resource=mcdonald, target=276, exp_time=5
At time 2022-05-02T11:30:00, resource=mcdonald, target=267, exp_time=5
At time 2022-05-02T11:35:00, resource=mcdonald, target=427, exp_time=5
At time 2022-05-02T11:40:00, resource=mcdonald, target=440, exp_time=5
At time 2022-05-02T11:45:00, resource=mcdonald, target=429, exp_time=5
At time 2022-05-02T11:50:00, resource=mcdonald, target=269, exp_time=5
At time 2022-05-02T11:55:00, resource=mcdonald, target=431, exp_time=5
At time 2022-05-02T12:00:00, resource=mcdonald, target=424, exp_time=5
At time 2022-05-02T12:05:00, resource=mcdonald, target=183, exp_time=5
At time 2022-05-02T12:10:00, resource=mcdonald, target=177, exp_time=5
At time 2022-05-02T12:15:00, resource=mcdonald, target=453, exp_time=5
At time 2022-05-02T12:20:00, resource=mcdonald, target=277, exp_time=5
At time 2022-05-02T12:25:00, resource=mcdonald, target=422, exp_time=5
At time 2022-05-02T12:30:00, resource=mcdonald, target=456, exp_time=5
At time 2022-05-02T12:35:00, resource=mcdonald, target=454, exp_time=5
At time 2022-05-02T12:40:00, resource=mcdonald, target=270, exp_time=5
At time 2022-05-02T12:45:00, resource=mcdonald, target=462, exp_time=5
At time 2022-05-02T12:50:00, resource=mcdonald, target=432, exp_time=5
At time 2022-05-02T12:55:00, resource=mcdonald, target=449, exp_time=5
At time 2022-05-02T13:00:00, resource=mcdonald, target=455, exp_time=5
At time 2022-05-02T13:05:00, resource=mcdonald, target=425, exp_time=5
At time 2022-05-02T13:10:00, resource=mcdonald, target=184, exp_time=5
At time 2022-05-02T13:15:00, resource=mcdonald, target=463, exp_time=5
At time 2022-05-02T13:20:00, resource=mcdonald, target=278, exp_time=5
At time 2022-05-02T13:25:00, resource=mcdonald, target=457, exp_time=5
At time 2022-05-02T13:30:00, resource=mcdonald, target=433, exp_time=5
At time 2022-05-02T13:35:00, resource=mcdonald, target=438, exp_time=5
At time 2022-05-02T13:40:00, resource=mcdonald, target=426, exp_time=5
At time 2022-05-02T13:45:00, resource=mcdonald, target=434, exp_time=5
At time 2022-05-02T13:50:00, resource=mcdonald, target=464, exp_time=5
At time 2022-05-02T13:55:00, resource=mcdonald, target=458, exp_time=5
At time 2022-05-02T14:00:00, resource=mcdonald, target=471, exp_time=5
At time 2022-05-02T14:05:00, resource=mcdonald, target=439, exp_time=5
At time 2022-05-02T14:10:00, resource=mcdonald, target=271, exp_time=5
At time 2022-05-02T14:15:00, resource=mcdonald, target=450, exp_time=5
At time 2022-05-02T14:20:00, resource=mcdonald, target=279, exp_time=5
At time 2022-05-02T14:25:00, resource=mcdonald, target=185, exp_time=5
At time 2022-05-02T14:30:00, resource=mcdonald, target=725, exp_time=5
At time 2022-05-02T14:35:00, resource=mcdonald, target=472, exp_time=5
At time 2022-05-02T14:40:00, resource=mcdonald, target=186, exp_time=5
At time 2022-05-02T14:45:00, resource=mcdonald, target=465, exp_time=5
At time 2022-05-02T14:50:00, resource=mcdonald, target=435, exp_time=5
At time 2022-05-02T14:55:00, resource=mcdonald, target=187, exp_time=5
At time 2022-05-02T15:00:00, resource=mcdonald, target=451, exp_time=5
At time 2022-05-02T15:05:00, resource=mcdonald, target=459, exp_time=5
At time 2022-05-02T15:10:00, resource=mcdonald, target=280, exp_time=5
At time 2022-05-02T15:15:00, resource=mcdonald, target=466, exp_time=5
At time 2022-05-02T15:20:00, resource=mcdonald, target=282, exp_time=5
At time 2022-05-02T15:25:00, resource=mcdonald, target=473, exp_time=5
At time 2022-05-02T15:30:00, resource=mcdonald, target=436, exp_time=5
At time 2022-05-02T15:35:00, resource=mcdonald, target=726, exp_time=5
At time 2022-05-02T15:40:00, resource=mcdonald, target=474, exp_time=5
At time 2022-05-02T15:45:00, resource=mcdonald, target=437, exp_time=5
At time 2022-05-02T15:50:00, resource=mcdonald, target=475, exp_time=5
At time 2022-05-02T15:55:00, resource=mcdonald, target=167, exp_time=5
At time 2022-05-02T16:00:00, resource=mcdonald, target=467, exp_time=5
At time 2022-05-02T16:05:00, resource=mcdonald, target=168, exp_time=5
At time 2022-05-02T16:10:00, resource=mcdonald, target=169, exp_time=5
At time 2022-05-02T16:15:00, resource=mcdonald, target=281, exp_time=5
At time 2022-05-02T16:20:00, resource=mcdonald, target=461, exp_time=5
At time 2022-05-02T16:25:00, resource=mcdonald, target=470, exp_time=5
At time 2022-05-02T16:30:00, resource=mcdonald, target=468, exp_time=5
At time 2022-05-02T16:35:00, resource=mcdonald, target=460, exp_time=5
At time 2022-05-02T16:40:00, resource=mcdonald, target=170, exp_time=5
At time 2022-05-02T16:45:00, resource=mcdonald, target=469, exp_time=5
At time 2022-05-02T16:50:00, resource=mcdonald, target=452, exp_time=5
At time 2022-05-02T16:55:00, resource=mcdonald, target=171, exp_time=5
At time 2022-05-02T17:00:00, resource=mcdonald, target=188, exp_time=5
At time 2022-05-02T17:05:00, resource=mcdonald, target=264, exp_time=5
At time 2022-05-02T17:10:00, resource=Subaru, target=178, exp_time=5
At time 2022-05-02T17:10:00, resource=mcdonald, target=172, exp_time=5
At time 2022-05-02T17:15:00, resource=Subaru, target=179, exp_time=5
At time 2022-05-02T17:15:00, resource=mcdonald, target=173, exp_time=5
At time 2022-05-02T17:20:00, resource=Subaru, target=272, exp_time=5
At time 2022-05-02T17:20:00, resource=mcdonald, target=190, exp_time=5
At time 2022-05-02T17:25:00, resource=Subaru, target=180, exp_time=5
At time 2022-05-02T17:25:00, resource=mcdonald, target=189, exp_time=5
At time 2022-05-02T17:30:00, resource=Subaru, target=273, exp_time=5
At time 2022-05-02T17:30:00, resource=mcdonald, target=265, exp_time=5
At time 2022-05-02T17:35:00, resource=Subaru, target=476, exp_time=5
At time 2022-05-02T17:35:00, resource=mcdonald, target=191, exp_time=5
At time 2022-05-02T17:40:00, resource=Subaru, target=274, exp_time=5
At time 2022-05-02T17:40:00, resource=mcdonald, target=478, exp_time=5
At time 2022-05-02T17:45:00, resource=Subaru, target=181, exp_time=5
At time 2022-05-02T17:45:00, resource=mcdonald, target=283, exp_time=5
At time 2022-05-02T17:50:00, resource=Subaru, target=477, exp_time=5
At time 2022-05-02T17:50:00, resource=mcdonald, target=174, exp_time=5
At time 2022-05-02T17:55:00, resource=mcdonald, target=419, exp_time=5
At time 2022-05-02T17:55:00, resource=Subaru, target=275, exp_time=5
At time 2022-05-02T18:00:00, resource=mcdonald, target=284, exp_time=5
At time 2022-05-02T18:00:00, resource=Subaru, target=182, exp_time=5
At time 2022-05-02T18:05:00, resource=mcdonald, target=266, exp_time=5
At time 2022-05-02T18:05:00, resource=Subaru, target=423, exp_time=5
At time 2022-05-02T18:10:00, resource=mcdonald, target=420, exp_time=5
At time 2022-05-02T18:10:00, resource=Subaru, target=428, exp_time=5
At time 2022-05-02T18:15:00, resource=mcdonald, target=175, exp_time=5
At time 2022-05-02T18:15:00, resource=Subaru, target=430, exp_time=5
At time 2022-05-02T18:20:00, resource=mcdonald, target=421, exp_time=5
At time 2022-05-02T18:20:00, resource=Subaru, target=276, exp_time=5
At time 2022-05-02T18:25:00, resource=mcdonald, target=176, exp_time=5
At time 2022-05-02T18:25:00, resource=Subaru, target=427, exp_time=5
At time 2022-05-02T18:30:00, resource=mcdonald, target=268, exp_time=5
At time 2022-05-02T18:30:00, resource=Subaru, target=429, exp_time=5
At time 2022-05-02T18:35:00, resource=mcdonald, target=267, exp_time=5
At time 2022-05-02T22:15:00, resource=kagra, target=440, exp_time=5
At time 2022-05-02T22:20:00, resource=kagra, target=431, exp_time=5
At time 2022-05-02T22:25:00, resource=kagra, target=424, exp_time=5
At time 2022-05-02T22:30:00, resource=kagra, target=183, exp_time=5
At time 2022-05-02T22:35:00, resource=kagra, target=453, exp_time=5
At time 2022-05-02T22:40:00, resource=kagra, target=277, exp_time=5
At time 2022-05-02T22:45:00, resource=kagra, target=422, exp_time=5
At time 2022-05-02T22:50:00, resource=kagra, target=456, exp_time=5
At time 2022-05-02T22:55:00, resource=kagra, target=454, exp_time=5
At time 2022-05-02T23:00:00, resource=kagra, target=462, exp_time=5
At time 2022-05-02T23:05:00, resource=kagra, target=432, exp_time=5
At time 2022-05-02T23:10:00, resource=kagra, target=449, exp_time=5
At time 2022-05-02T23:15:00, resource=kagra, target=455, exp_time=5
At time 2022-05-02T23:20:00, resource=kagra, target=425, exp_time=5
At time 2022-05-02T23:25:00, resource=kagra, target=184, exp_time=5
At time 2022-05-02T23:30:00, resource=kagra, target=463, exp_time=5
At time 2022-05-02T23:35:00, resource=kagra, target=278, exp_time=5
At time 2022-05-02T23:40:00, resource=kagra, target=457, exp_time=5
At time 2022-05-02T23:45:00, resource=kagra, target=433, exp_time=5
At time 2022-05-02T23:50:00, resource=kagra, target=438, exp_time=5
At time 2022-05-02T23:55:00, resource=kagra, target=426, exp_time=5
